Node_ID, Node, Total Support
0, hsa:7170, -8
1, hsa:7175, -8
2, hsa:3845, -4
3, hsa:3265, -4
4, hsa:4893, -4
5, hsa:10342, -8
6, hsa:4914, -8
7, hsa:8031, -9
8, hsa:5979, -9
9, hsa:8030, -9
10, hsa:5594, -11
11, hsa:5595, -11
12, hsa:5605, -10
13, hsa:5604, -10
14, hsa:673, -9
