Node_ID, Node, Total Support
0, hsa:5604, -15
1, hsa:5594, -1
2, hsa:5605, -15
3, hsa:5595, -1
4, hsa:673, -14
5, hsa:3845, -14
6, hsa:5894, -14
7, hsa:369, -14
8, hsa:4893, -14
9, hsa:5296, 11
10, hsa:8503, 11
11, hsa:1956, -11
12, hsa:2885, -18
13, hsa:5291, 11
14, hsa:5290, 11
15, hsa:5295, 11
16, hsa:5293, 11
17, hsa:1950, 8
18, hsa:2002, 1
19, hsa:3265, -14
20, hsa:6655, -16
21, hsa:6654, -16
